@RELATION	HeightMapping

@ATTRIBUTE	x	NUMERIC
@ATTRIBUTE	y	NUMERIC
@ATTRIBUTE	light	NUMERIC

@DATA
515.5,63.5,60
519.0,69.5,60
518.0,80.0,60
518.5,88.0,60
516.5,94.0,60
517.5,102.0,60
517.5,112.5,60
517.5,117.5,60
515.5,131.0,60
515.0,142.5,60
515.5,149.0,60
515.5,154.5,60
516.0,162.5,60
516.5,171.5,60
515.0,178.0,80
515.0,187.5,100
516.5,197.5,100
516.5,204.5,100
516.0,210.5,100
519.5,220.5,100
518.0,226.5,100
517.5,242.0,100
517.5,247.5,100
517.0,253.5,100
514.0,268.0,100
518.0,274.0,100
518.5,282.5,100
517.5,290.0,100
518.5,298.5,100
517.0,305.0,80
520.0,312.0,60
518.5,327.0,60
516.0,333.0,60
518.5,339.5,60
504.5,65.5,60
502.0,72.5,60
506.5,75.5,60
503.0,87.5,60
505.0,93.0,60
503.0,104.0,60
502.0,112.5,60
502.0,118.5,60
501.5,131.0,60
500.5,139.5,60
498.0,145.5,60
498.5,155.5,60
498.0,161.0,60
499.5,169.5,60
499.0,178.0,80
498.0,187.0,100
499.0,194.5,100
498.0,202.0,100
497.0,212.0,100
498.5,223.5,100
497.5,230.0,100
496.0,238.0,100
495.0,248.5,100
495.0,256.5,100
495.0,262.0,100
495.0,270.5,100
494.5,275.5,100
496.5,285.0,100
496.0,293.5,100
494.5,304.0,100
492.5,314.5,60
491.0,324.5,40
492.0,330.5,40
492.0,338.0,40
485.0,59.5,60
483.5,64.0,60
483.0,67.0,60
482.0,80.5,60
480.0,86.5,60
480.5,96.5,60
480.0,100.5,40
480.0,113.0,40
479.0,125.0,40
477.5,133.0,40
476.0,142.0,40
476.0,147.0,40
477.0,152.0,20
476.0,162.0,20
475.5,169.0,20
476.5,178.0,40
475.5,185.0,40
476.5,194.0,40
477.0,201.5,20
477.5,210.0,20
477.5,218.0,20
476.5,229.0,20
482.5,235.0,60
482.0,240.5,60
482.5,248.0,60
482.0,255.0,60
483.5,266.5,60
484.5,274.5,60
484.5,282.0,60
484.5,288.0,60
486.5,299.0,80
485.0,309.5,60
487.0,313.5,40
488.0,322.0,40
487.0,327.5,40
489.0,344.5,40
490.5,348.0,60
471.0,68.5,60
470.0,73.0,60
469.0,80.5,60
470.5,88.0,60
468.5,95.0,60
471.0,102.5,60
470.5,115.5,40
470.0,125.0,20
469.0,134.0,20
468.0,141.5,20
467.0,149.0,20
469.5,156.0,20
469.0,164.5,20
469.0,170.5,20
469.0,181.0,20
469.0,186.0,20
470.0,196.0,20
469.5,203.0,20
472.5,214.0,20
471.0,222.5,20
471.5,230.0,20
472.5,239.5,20
470.5,248.5,0
474.0,256.5,0
472.0,262.5,0
472.0,271.0,0
475.5,281.5,0
472.5,289.0,0
472.5,299.5,0
473.0,308.0,20
471.0,316.5,40
472.0,326.5,40
472.5,330.0,40
471.0,341.0,40
471.5,348.0,40
453.5,67.0,60
452.5,74.5,60
452.5,82.5,60
450.5,90.5,60
449.5,102.0,60
450.0,107.0,80
449.0,118.5,80
449.0,124.0,60
449.0,130.0,40
449.5,139.0,20
448.0,145.5,20
449.0,152.5,0
449.0,162.5,0
451.0,170.0,0
450.0,178.0,0
448.0,188.0,0
449.5,197.0,0
448.0,203.5,0
447.5,211.0,0
447.5,218.0,0
447.5,225.5,0
448.0,235.5,0
448.5,244.5,0
448.0,255.0,0
447.5,260.0,0
448.5,269.0,0
447.0,280.5,0
447.5,290.0,0
446.0,296.0,0
445.5,304.5,0
448.5,317.0,20
447.0,321.0,40
445.5,326.0,40
445.5,337.5,40
419.5,64.0,60
421.0,72.5,60
423.0,82.0,60
422.0,89.5,60
422.0,98.0,60
422.0,107.5,80
422.5,115.0,80
422.0,124.5,80
422.0,130.5,80
422.5,139.0,80
421.0,146.0,60
421.5,152.5,60
421.0,160.0,40
420.5,171.0,20
419.0,175.0,20
419.0,189.5,0
418.0,197.0,0
419.0,205.5,0
419.5,212.0,0
421.0,218.0,0
422.0,223.0,0
420.0,232.5,0
419.5,242.5,0
421.0,251.5,0
421.5,261.0,0
421.5,265.0,0
422.5,279.0,0
421.0,288.5,0
422.5,294.5,0
421.5,303.0,0
423.0,314.5,20
422.0,322.0,40
425.0,326.0,40
423.5,336.0,40
422.5,346.0,40
406.0,59.5,60
408.5,71.5,60
408.0,78.5,60
409.0,86.5,60
409.5,94.0,60
410.0,101.0,80
411.0,112.5,80
411.5,120.5,80
410.5,125.0,80
410.0,133.0,80
411.5,141.5,80
411.0,150.0,80
412.0,156.5,60
410.5,164.5,60
410.0,173.0,40
410.5,183.0,20
411.5,192.0,0
412.5,202.5,0
411.5,209.0,0
411.5,216.0,0
414.5,223.5,0
413.0,231.0,0
413.5,235.5,0
412.5,247.0,0
411.0,253.5,0
410.5,266.0,0
411.0,275.0,0
412.0,285.5,0
413.5,294.0,0
413.0,302.5,0
414.0,311.5,20
414.5,316.0,40
414.5,329.0,40
416.0,330.5,40
413.5,340.5,40
388.0,57.0,60
388.5,63.5,60
388.5,69.5,60
389.5,80.5,60
390.5,86.0,60
390.5,94.5,60
391.0,104.5,80
389.0,115.0,80
389.5,122.0,80
388.0,130.5,80
388.0,140.5,80
389.5,149.5,80
389.0,156.0,80
391.0,160.5,80
389.0,169.0,80
391.0,177.5,80
391.0,186.0,60
391.5,193.5,40
392.0,199.0,0
392.0,208.5,0
392.0,218.0,0
392.0,221.5,0
391.5,229.0,0
394.5,241.0,0
391.5,250.0,0
392.5,259.5,0
392.0,267.0,0
393.0,277.5,0
395.5,287.5,0
392.5,293.5,0
394.5,308.5,0
394.0,311.5,20
395.0,321.0,40
395.0,327.5,40
397.5,336.5,40
394.0,346.0,40
413.0,20.06196403503418,60
413.0,20.06196403503418,60
413.0,20.06196403503418,60
413.0,20.06196403503418,60
413.0,20.06196403503418,60
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,100
413.0,20.06196403503418,100
413.0,20.06196403503418,80
413.0,20.06196403503418,60
413.0,20.06196403503418,20
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,20
413.0,20.06196403503418,40
413.0,20.06196403503418,40
413.0,20.06196403503418,40
413.0,20.06196403503418,40
413.0,20.06196403503418,60
413.0,20.06196403503418,60
413.0,20.06196403503418,60
413.0,20.06196403503418,60
413.0,20.06196403503418,60
413.0,20.06196403503418,60
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,80
413.0,20.06196403503418,100
413.0,20.06196403503418,100
413.0,20.06196403503418,100
413.0,20.06196403503418,100
413.0,20.06196403503418,100
413.0,20.06196403503418,100
413.0,20.06196403503418,80
413.0,20.06196403503418,60
413.0,20.06196403503418,40
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
413.0,20.06196403503418,0
360.0,65.5,60
363.5,73.5,60
361.5,82.5,60
360.0,89.0,60
359.5,95.5,80
357.0,105.0,80
357.0,112.0,80
355.0,117.0,80
359.5,125.5,80
358.0,139.5,80
359.0,149.5,80
360.0,157.5,100
359.0,163.0,100
359.0,174.0,100
362.0,176.0,100
358.5,189.0,100
358.0,193.5,100
361.5,208.0,80
359.0,216.5,60
361.0,230.5,40
359.0,237.5,0
356.5,239.5,0
360.0,246.0,0
357.0,256.0,0
360.0,267.0,0
361.5,273.0,0
357.5,283.5,0
358.5,284.0,0
357.0,294.0,0
356.0,303.5,0
355.0,309.5,40
356.0,319.5,40
356.5,329.5,40
356.5,337.5,40
311.0,64.0,60
314.5,67.0,60
311.0,78.5,60
311.5,83.5,60
307.5,93.0,60
308.0,104.0,60
310.0,110.0,40
308.0,119.0,20
308.0,125.5,20
307.5,130.5,20
304.5,148.0,20
302.0,150.5,20
303.5,166.5,60
302.5,170.0,80
298.5,180.5,100
297.0,183.0,100
296.5,190.5,100
297.0,206.5,100
302.5,208.5,100
301.0,217.0,100
302.0,232.5,100
302.5,242.5,100
300.0,252.5,100
300.0,263.0,100
299.0,267.5,100
296.5,277.0,100
298.0,281.5,60
297.5,288.0,20
294.0,294.0,0
294.0,299.0,0
293.0,308.0,20
293.5,315.0,40
294.0,329.0,40
290.0,339.5,40
290.0,345.5,40
281.5,62.0,60
278.0,71.0,60
279.5,80.0,60
276.5,82.5,60
278.5,94.0,60
277.0,103.0,20
281.5,112.5,20
281.0,117.0,20
278.5,130.0,20
277.5,136.0,20
276.0,145.0,20
278.0,152.5,0
276.5,160.0,0
274.5,167.0,20
272.5,181.5,20
271.0,189.0,20
270.5,197.5,20
268.0,204.5,40
271.0,208.5,60
269.5,222.0,80
265.0,222.5,100
268.0,236.0,100
267.0,248.0,100
266.5,256.0,100
267.0,265.5,100
268.5,271.0,100
267.5,275.5,100
267.0,284.0,100
266.5,292.5,100
268.0,299.5,80
267.0,307.5,60
264.5,317.5,40
266.5,324.5,40
264.5,332.0,40
259.5,341.0,40
258.5,350.0,60
234.5,54.5,60
236.5,60.0,60
234.0,71.5,60
234.0,78.5,60
232.5,88.5,60
234.0,98.0,40
233.0,107.0,20
236.0,111.0,20
233.5,120.5,20
234.0,126.5,20
235.5,143.5,20
236.0,147.5,20
236.0,154.5,20
232.5,164.0,20
233.5,173.5,20
233.5,179.0,20
230.5,194.5,20
230.0,194.5,20
231.5,203.0,20
234.5,214.0,20
232.0,214.0,20
231.5,214.0,20
230.5,227.5,60
230.0,239.0,80
227.5,252.0,100
229.5,259.0,100
227.0,268.0,100
226.0,278.5,100
227.5,284.5,100
228.5,295.0,100
227.5,301.0,100
225.5,312.5,60
228.5,321.5,40
228.0,331.5,40
229.0,339.0,40
226.0,344.5,40
201.5,56.5,60
199.5,58.5,60
200.0,65.5,60
198.0,76.5,60
197.0,88.5,60
194.5,90.0,40
193.5,104.0,20
196.5,112.0,20
197.0,120.0,20
194.5,130.5,20
196.5,135.5,20
194.5,145.0,20
196.5,156.0,20
192.5,161.5,20
201.0,174.5,20
198.0,180.5,20
200.0,184.0,20
201.5,192.5,20
202.5,205.5,60
204.5,207.5,80
199.5,213.0,100
196.0,231.0,100
198.0,232.0,100
198.5,238.5,100
196.5,247.0,100
197.5,246.0,100
195.0,258.0,100
194.5,276.5,100
194.0,288.5,100
194.5,292.0,100
194.5,302.0,100
194.0,311.0,80
195.0,318.0,40
195.0,331.0,40
196.0,335.0,40
198.0,343.0,40
165.0,51.0,60
163.0,61.5,60
165.0,69.0,60
161.0,77.5,60
160.5,88.0,60
158.0,95.0,60
158.0,103.0,20
158.0,111.5,20
158.0,122.0,20
157.5,127.5,20
156.5,134.0,20
165.0,142.0,20
166.0,146.5,20
165.0,156.0,20
166.5,164.5,60
166.0,168.0,80
164.0,178.5,100
168.0,186.5,100
162.5,196.0,100
167.0,199.5,100
164.0,206.5,100
162.5,222.5,100
165.0,223.0,100
163.5,237.5,100
164.0,251.0,100
165.0,260.5,100
162.5,267.5,100
163.0,274.5,100
163.5,282.0,100
164.0,288.0,100
165.0,296.5,100
165.5,305.5,100
169.5,314.0,60
170.0,322.0,40
169.5,330.0,40
171.5,336.5,40
168.0,347.5,60
171.0,354.5,80
169.0,362.5,100
171.5,369.5,100
171.5,382.5,80
169.5,386.5,60
169.5,395.5,60
170.0,399.5,20
170.0,410.5,0
170.0,423.0,0
168.0,52.5,80
168.0,57.0,60
170.0,65.5,60
168.5,73.5,60
167.0,78.5,60
168.0,93.5,60
169.5,99.0,20
168.0,104.0,20
167.0,115.0,20
167.0,124.5,20
166.5,133.5,20
171.0,138.0,20
169.0,147.5,20
167.5,156.0,20
170.0,165.5,60
168.5,171.5,80
165.0,174.5,100
168.0,186.5,100
167.0,187.5,100
164.5,200.0,100
167.5,208.5,100
165.5,218.5,100
171.5,232.5,100
162.0,248.5,100
163.5,255.0,100
164.5,265.0,100
161.0,269.5,100
166.5,273.0,100
164.0,280.0,100
164.5,289.0,100
165.5,299.0,100
166.0,309.0,80
167.5,318.0,40
108.5,145.0,40
170.5,331.0,40
169.5,340.0,40
133.5,61.0,60
135.0,65.5,60
133.5,71.0,60
133.0,78.5,60
131.0,90.0,60
131.5,100.0,40
132.5,106.5,20
131.0,113.5,40
131.5,121.0,40
131.0,132.5,80
129.0,135.5,100
126.0,146.0,100
127.5,155.0,100
128.5,163.5,100
125.5,171.0,100
127.5,182.0,100
124.0,187.0,100
125.5,198.5,100
124.5,204.0,100
125.5,213.5,60
125.0,218.5,40
124.0,230.0,40
122.5,239.5,40
127.5,254.5,40
124.5,262.5,40
127.5,269.5,40
124.0,276.5,40
125.5,282.5,40
125.0,293.5,40
125.0,300.0,40
124.0,306.5,40
126.5,316.0,40
125.5,329.5,40
125.5,334.5,40
123.5,343.0,40
122.5,354.5,60
113.5,53.5,80
112.5,59.5,60
113.5,69.0,60
110.5,82.0,60
111.5,87.5,60
112.0,94.5,60
111.0,101.5,60
108.0,108.0,80
107.0,115.0,100
105.5,125.0,100
106.5,129.0,100
104.5,140.5,100
104.5,148.5,100
103.5,158.5,100
104.0,161.5,100
103.0,176.0,100
104.5,180.0,100
103.5,192.0,100
102.0,200.5,100
101.0,210.0,100
101.0,215.0,60
99.5,229.5,60
98.0,232.0,60
100.0,249.5,60
102.0,250.5,60
99.0,259.5,60
