@RELATION	HeightMapping

@ATTRIBUTE	x	NUMERIC
@ATTRIBUTE	y	NUMERIC
@ATTRIBUTE	light	NUMERIC

@DATA
314.0,50.0,38
312.5,51.5,38
311.0,59.5,38
310.5,59.5,38
308.5,66.0,39
311.5,73.0,41
306.5,79.5,41
306.5,80.0,41
304.0,82.5,41
305.5,88.0,41
305.0,98.5,41
304.5,97.0,42
303.5,105.0,42
306.5,106.5,42
306.0,110.0,43
309.5,121.5,44
307.0,124.5,44
307.5,132.5,44
307.0,134.5,43
308.0,141.0,43
309.5,148.0,43
308.5,151.5,43
308.5,151.5,43
309.0,165.5,43
309.5,168.5,43
309.5,174.5,43
309.0,179.5,43
309.5,186.5,43
309.5,191.5,42
309.5,195.0,41
309.5,201.0,39
310.5,206.0,35
310.0,211.0,30
307.5,214.5,27
308.0,219.0,26
307.0,224.5,27
306.5,230.0,27
306.0,235.5,27
307.5,241.0,27
306.5,245.5,27
307.0,254.5,27
303.5,256.0,27
306.5,262.5,27
304.5,266.0,27
304.5,271.0,27
306.5,276.5,27
306.0,281.5,30
305.5,291.0,32
305.5,294.5,32
304.0,299.5,32
304.0,305.5,32
304.5,305.5,32
304.0,315.5,33
305.5,321.5,34
296.0,45.0,38
296.0,50.5,38
295.0,53.5,38
294.0,57.0,38
295.0,64.5,39
296.5,66.0,39
294.0,73.5,41
294.0,80.0,42
293.5,85.0,41
293.0,89.0,41
293.5,94.0,40
293.0,99.5,37
293.0,105.5,35
292.0,107.0,37
294.5,113.5,41
293.0,119.5,44
292.0,123.5,45
292.0,128.0,45
291.5,134.5,45
291.5,138.5,45
291.0,145.0,45
292.0,149.5,45
292.5,153.0,45
290.0,160.5,45
290.5,163.5,44
291.5,168.0,44
291.0,175.5,44
291.5,180.5,44
291.5,186.0,44
291.0,189.0,44
292.5,196.5,44
291.5,201.0,44
292.5,206.0,44
292.0,210.5,43
293.5,216.0,40
292.0,222.0,34
293.5,227.0,29
292.5,228.0,27
292.5,235.0,26
291.0,240.0,26
292.0,242.0,26
291.5,250.0,27
291.0,258.0,26
290.5,264.0,27
290.5,270.5,27
292.0,280.0,27
290.5,284.0,30
292.5,286.0,32
289.0,293.0,33
290.0,299.0,33
290.5,306.0,33
289.5,312.0,33
288.0,314.5,33
291.0,320.5,35
277.5,45.5,38
276.0,49.5,38
277.0,52.5,38
278.0,59.0,38
277.0,62.5,38
275.0,66.5,38
275.0,73.5,39
275.0,77.0,40
274.5,79.0,37
273.0,88.0,32
276.5,92.0,30
272.0,97.0,30
272.0,102.0,29
272.0,104.0,29
272.0,111.5,29
271.5,115.5,29
271.5,120.5,29
271.5,124.5,30
271.5,130.0,34
271.5,134.0,38
271.0,140.0,41
270.0,146.5,44
270.5,153.0,45
269.5,156.0,44
270.5,160.5,45
269.0,167.5,44
270.0,171.0,44
270.5,176.0,44
270.5,183.0,44
271.5,189.0,44
270.5,194.0,44
270.5,197.5,44
270.5,203.5,44
269.0,209.0,44
269.0,214.0,44
270.0,220.0,45
269.0,222.5,45
269.5,228.0,45
270.0,234.5,44
268.5,238.0,41
269.5,243.5,37
268.5,249.0,31
266.0,251.0,27
264.0,260.5,27
267.5,265.0,27
264.5,271.0,27
265.0,275.0,27
264.5,284.0,28
263.5,285.0,31
261.5,293.5,33
260.0,296.5,33
261.0,301.0,33
261.0,304.5,33
261.5,308.0,33
264.5,310.0,34
244.0,42.0,37
245.5,49.0,37
244.0,53.0,37
242.5,57.0,37
242.0,63.5,36
243.5,68.5,35
242.5,75.0,32
243.0,77.0,28
241.0,85.0,28
242.5,88.0,28
243.0,93.5,28
243.0,98.0,28
244.0,102.5,28
243.5,107.0,28
244.5,112.5,28
245.5,117.5,28
245.0,123.0,28
245.5,130.5,28
244.5,132.0,28
246.5,137.5,28
246.5,142.0,29
244.5,149.0,29
245.0,151.0,29
243.5,155.5,29
246.5,160.5,32
243.0,170.5,36
243.0,171.0,39
244.5,177.0,41
242.5,179.5,42
243.5,186.5,43
244.5,194.0,43
242.0,199.5,43
244.5,203.0,43
241.0,211.5,43
242.5,215.0,43
243.0,220.0,43
241.5,223.0,43
242.5,229.5,43
244.0,234.5,44
243.5,240.0,44
241.0,244.0,44
242.0,247.5,44
240.0,253.5,44
243.5,261.0,41
243.5,266.0,37
245.0,265.0,32
244.0,274.5,28
242.5,285.5,29
241.0,287.5,32
241.0,292.5,33
241.0,299.0,33
240.0,300.5,33
240.5,306.5,33
240.5,309.5,33
241.5,309.0,34
232.0,43.0,38
232.0,47.5,38
231.5,50.0,38
230.0,57.5,37
229.0,62.0,37
229.0,67.0,36
229.5,71.5,34
228.0,76.5,30
229.5,80.5,29
228.5,86.5,29
229.0,88.5,29
228.5,96.5,29
228.0,98.0,29
227.5,104.0,29
227.0,109.5,29
227.5,116.5,29
227.0,119.0,29
228.0,125.5,28
227.5,130.0,28
226.5,134.0,28
227.5,142.5,28
226.5,149.0,28
226.5,151.5,28
223.0,157.5,28
225.5,161.5,28
222.5,168.0,28
224.5,170.0,28
224.0,177.5,28
224.5,181.5,29
224.5,183.5,31
224.0,192.5,35
222.0,198.5,38
224.0,203.5,40
223.5,209.0,42
223.0,215.5,43
222.5,220.0,44
223.0,223.0,44
221.5,228.0,44
222.5,234.5,44
223.5,239.0,44
220.0,244.0,45
221.0,248.0,45
221.0,255.5,45
220.5,256.0,45
219.5,263.5,45
220.5,266.0,45
217.0,273.5,44
214.0,280.5,43
217.5,286.0,38
215.5,290.5,33
215.0,294.0,33
216.0,298.0,33
215.5,302.5,33
216.0,308.0,33
214.5,309.5,34
206.5,41.0,38
206.0,43.0,38
205.0,50.5,38
206.5,53.0,38
204.0,58.5,38
204.0,65.5,38
205.5,72.5,35
204.0,75.0,31
204.0,83.0,30
205.0,83.0,30
204.5,87.0,30
205.0,90.5,30
204.5,97.5,30
205.0,102.0,30
205.5,108.5,30
204.0,114.5,30
204.0,117.0,30
204.5,123.5,29
204.0,129.0,29
203.5,134.0,29
204.5,139.0,29
203.5,143.0,29
202.5,149.0,29
203.5,156.0,29
202.0,160.5,29
202.0,163.0,29
202.5,168.0,29
202.0,174.0,29
203.0,179.5,29
201.0,184.5,28
201.0,189.5,28
200.5,196.0,29
200.5,198.0,29
199.0,202.5,31
200.5,210.5,35
198.5,218.0,40
199.0,223.5,43
198.0,226.0,44
196.5,231.0,44
196.0,238.5,44
196.0,243.0,44
195.5,247.0,44
195.0,252.5,44
198.0,260.0,44
197.5,262.0,44
195.5,268.0,44
196.0,273.0,44
201.0,272.5,43
199.5,286.5,38
200.0,289.0,33
200.0,292.0,33
199.5,299.0,33
199.0,301.0,33
198.5,312.5,33
199.5,311.5,34
192.5,44.5,39
192.5,44.0,38
191.5,50.0,38
190.5,56.5,38
192.5,61.5,38
190.0,67.5,37
190.5,73.0,33
191.5,78.0,30
188.5,84.0,30
189.0,88.5,30
188.5,93.0,30
187.0,97.5,30
187.0,100.0,30
188.0,106.5,29
188.5,111.5,29
187.0,113.0,29
187.5,120.5,29
187.5,125.5,29
187.5,130.0,29
186.5,135.0,28
185.5,140.0,29
185.0,147.5,28
187.5,152.5,28
185.0,158.5,28
187.5,162.0,29
186.5,167.5,28
184.5,172.5,29
183.5,179.0,29
183.0,180.5,30
182.0,186.0,33
180.0,190.0,37
180.5,197.0,41
180.0,202.5,44
180.5,207.5,44
180.5,213.5,44
178.0,217.5,44
178.0,223.5,44
177.5,226.0,44
177.0,232.0,45
178.0,237.0,45
177.0,241.5,45
177.5,247.0,45
176.5,251.5,45
176.5,261.0,45
176.0,261.5,45
176.5,267.0,44
175.5,274.5,44
175.0,278.5,40
176.5,282.5,35
175.5,287.0,32
175.5,292.0,32
174.0,296.0,32
173.0,301.0,32
173.0,307.5,33
178.0,42.5,37
177.0,47.0,37
175.0,51.5,37
177.5,56.0,37
175.5,61.5,36
176.0,68.0,35
175.5,71.0,31
176.0,77.0,29
174.5,85.0,28
174.5,86.0,29
174.0,93.5,28
173.5,96.5,29
172.5,103.0,29
172.5,107.5,28
172.5,111.5,28
172.5,116.5,29
172.5,121.5,28
172.0,126.0,28
172.5,132.5,28
172.5,136.5,28
171.0,140.0,28
172.5,145.5,28
172.5,149.5,28
171.5,158.0,28
170.5,163.0,29
170.5,167.0,30
169.5,172.0,34
168.5,176.5,38
168.5,180.0,41
166.5,185.0,43
167.0,191.5,43
166.5,195.5,43
166.5,201.5,44
165.5,206.5,44
166.5,209.5,44
164.0,215.5,44
167.0,223.0,44
163.0,230.0,44
163.0,229.0,44
163.5,235.5,45
163.5,240.5,44
162.5,246.5,44
162.5,250.0,44
162.0,256.5,44
162.0,262.0,44
161.5,268.0,44
161.0,276.5,43
160.0,279.5,40
160.5,285.0,34
160.0,288.5,33
159.5,292.0,33
160.0,301.0,33
159.0,305.0,33
159.0,312.5,34
158.5,314.0,34
146.5,42.0,38
149.5,43.0,37
146.5,50.5,37
146.5,56.5,37
144.0,60.0,37
144.5,67.5,36
144.0,71.0,33
144.0,74.5,30
144.5,82.0,29
143.0,86.5,29
142.5,91.5,29
141.5,95.0,29
141.0,98.5,29
143.5,104.0,29
142.5,107.5,29
143.5,113.0,29
142.0,117.0,29
141.0,123.0,29
141.0,127.0,29
141.5,133.0,31
141.5,139.5,36
141.5,143.5,40
141.0,145.0,43
139.5,153.0,44
139.5,158.5,44
138.0,162.5,44
137.0,169.0,44
137.5,174.0,44
134.5,180.0,44
135.0,184.0,44
136.0,189.5,44
134.0,194.0,44
134.0,201.0,44
132.5,206.0,44
132.5,210.5,44
132.0,216.5,44
134.5,220.0,44
132.5,228.0,44
130.0,233.0,44
131.5,237.0,44
130.0,243.0,44
129.5,248.0,44
128.0,256.0,44
128.5,258.0,44
129.5,259.5,44
128.5,265.0,43
128.5,269.0,43
128.0,276.5,40
128.0,281.0,35
126.5,286.5,32
127.0,292.0,32
124.5,298.5,32
126.0,303.0,33
126.0,310.0,33
126.5,314.0,34
127.0,41.0,37
126.0,41.0,37
126.5,50.0,37
128.0,55.5,37
126.0,60.5,36
127.0,65.5,35
126.5,70.0,31
126.0,75.0,28
126.0,81.5,28
125.5,84.5,28
124.5,90.5,28
125.5,94.0,28
125.5,99.5,28
124.0,103.5,29
125.0,108.5,29
125.5,113.0,31
126.5,117.0,35
124.5,122.5,38
124.0,129.0,41
125.5,132.0,43
123.5,135.5,43
123.0,141.5,43
122.5,147.5,44
122.0,152.0,43
120.0,157.0,44
120.5,162.5,43
120.0,168.0,44
120.0,174.5,43
119.5,179.5,43
118.5,184.0,43
119.5,188.0,43
118.5,195.0,43
117.0,201.5,43
118.0,205.0,44
118.5,210.5,44
118.0,218.0,44
117.0,221.5,44
116.0,224.5,44
116.5,229.0,43
116.5,235.5,43
115.5,242.0,43
115.5,245.5,43
114.0,251.0,43
114.5,254.5,43
114.0,260.0,43
114.5,265.0,43
115.5,270.5,43
114.5,276.0,39
113.5,282.5,34
115.0,286.5,33
113.0,292.5,33
113.5,300.5,33
115.5,306.5,34
112.5,309.5,34
113.5,315.5,35
111.0,40.5,38
109.5,41.5,38
109.5,48.0,38
108.0,53.5,38
107.0,59.5,38
107.0,65.5,37
107.5,71.5,34
107.5,74.0,30
107.0,77.5,30
103.0,83.5,30
103.5,87.5,31
101.5,92.0,33
102.0,95.5,38
102.0,100.5,41
101.5,107.0,43
107.5,108.0,42
109.0,114.0,43
109.0,121.5,43
108.0,125.0,43
109.5,127.0,43
109.5,134.5,43
107.5,139.5,43
109.0,144.5,43
110.5,151.5,43
111.0,156.5,44
108.0,163.0,44
109.0,167.0,44
110.0,172.5,43
109.5,179.0,43
109.5,184.0,41
109.5,188.0,38
109.0,194.5,38
110.5,199.0,38
109.5,206.5,38
110.0,210.5,38
110.5,216.0,38
110.5,219.0,38
111.5,225.5,38
109.0,230.5,38
109.0,237.5,38
111.0,244.0,38
109.5,241.5,38
109.0,247.5,38
109.5,258.0,38
104.0,258.0,34
108.5,261.5,37
109.0,267.0,37
109.0,274.5,37
108.0,276.5,35
110.5,283.5,33
109.5,288.5,33
108.5,290.5,33
107.0,296.0,33
105.5,299.0,33
106.0,305.0,34
105.5,311.5,35
111.0,42.0,38
110.0,43.0,38
111.5,45.0,38
109.5,52.5,38
110.5,57.0,38
110.5,59.5,37
109.0,67.0,34
111.5,73.0,30
109.0,76.0,29
110.0,82.5,29
109.5,88.5,30
109.5,92.5,30
109.0,96.5,31
109.0,101.5,35
109.5,104.0,39
109.5,109.0,41
109.5,115.0,43
110.5,118.0,43
109.5,125.0,43
109.5,129.0,43
107.5,135.5,43
107.0,140.0,43
107.5,144.5,43
107.5,151.5,43
106.5,155.5,43
106.0,161.0,43
106.0,167.0,43
106.0,170.5,43
105.5,177.5,42
104.0,182.5,40
105.0,185.5,36
104.0,191.0,33
103.0,200.5,33
104.0,203.5,33
102.0,210.5,33
103.5,212.5,32
100.5,220.0,32
102.5,225.0,32
102.0,227.5,33
101.0,233.5,32
101.5,239.5,32
101.5,243.0,32
100.5,249.0,33
100.0,254.0,33
101.5,258.5,33
101.5,265.0,33
100.5,268.0,33
99.0,273.5,33
98.5,281.0,33
98.5,285.0,33
98.0,289.5,33
98.5,293.0,33
97.0,296.0,33
98.0,304.5,34
98.0,307.0,34
97.5,311.0,37
97.5,318.5,42
98.5,321.0,44
100.0,40.0,38
100.5,42.09103775024414,38
99.5,44.5,38
98.0,52.5,38
97.0,54.0,37
98.5,60.5,37
96.0,60.5,36
96.0,67.5,32
95.5,73.0,30
96.5,79.0,31
97.5,82.0,32
96.5,88.5,36
96.0,92.0,40
96.0,96.5,42
94.5,101.0,43
96.5,107.0,43
94.5,112.0,43
94.5,118.5,43
94.0,122.5,43
94.0,128.5,43
93.5,133.5,43
94.0,139.5,43
94.5,143.0,43
93.5,148.0,43
94.5,154.0,44
94.5,160.0,44
94.5,166.0,44
94.5,169.5,44
93.5,175.5,43
93.0,181.0,42
93.5,186.5,38
94.0,190.0,33
93.0,196.5,32
94.5,178.5,32
94.0,207.5,32
94.0,210.0,32
92.0,216.5,32
92.0,219.5,32
90.0,225.5,32
91.0,230.5,32
90.0,234.5,32
90.0,242.0,33
90.5,245.0,33
88.0,249.0,33
80.5,39.5,39
80.5,41.0,39
81.0,40.5,39
80.0,45.5,39
80.5,49.5,39
79.0,54.5,39
79.0,58.0,39
79.0,64.0,38
77.0,69.5,39
78.0,71.0,39
80.0,79.0,43
80.5,84.0,44
82.0,91.5,45
82.0,99.5,44
82.0,100.5,44
82.0,106.5,44
82.0,111.5,44
82.5,118.5,44
82.5,123.5,44
83.5,126.0,44
83.5,130.5,44
83.0,137.0,44
83.0,145.0,43
84.0,148.0,43
84.5,154.5,44
84.5,157.0,44
83.5,164.0,43
84.5,169.0,43
84.5,170.0,43
83.5,164.5,44
80.5,170.0,44
81.5,173.5,44
80.0,176.5,43
83.5,183.5,38
82.5,186.0,33
84.5,195.5,32
83.0,200.5,33
83.0,206.0,32
85.0,211.0,32
82.5,214.0,32
83.0,217.0,32
84.5,221.0,33
82.0,230.0,33
84.0,235.5,33
82.0,239.5,33
81.5,247.0,33
81.5,252.0,33
82.5,255.5,33
82.5,260.5,33
81.0,266.5,33
81.0,272.0,33
82.5,277.5,33
83.5,285.5,33
82.0,285.0,33
81.5,293.0,33
82.0,301.5,34
83.5,303.5,34
80.0,305.0,34
83.0,305.5,35
475.5,40.5,37
476.5,43.5,36
476.0,49.5,36
476.0,52.5,36
475.0,61.5,36
476.0,64.5,37
475.0,72.0,37
475.0,75.5,37
474.5,82.5,37
473.5,90.0,37
472.0,91.0,37
473.0,95.0,37
473.5,100.5,37
473.5,107.0,37
472.0,111.5,37
472.5,115.0,37
471.0,122.5,37
473.5,129.0,37
472.0,131.0,37
470.5,133.0,37
472.0,129.5,36
472.0,129.5,37
472.0,129.5,39
472.0,129.5,42
471.5,162.0,43
470.5,166.0,43
471.5,171.5,43
469.0,177.5,43
469.0,182.0,43
469.5,187.0,43
468.0,192.5,43
469.5,198.5,43
469.5,202.5,43
469.5,208.5,43
469.5,213.5,43
469.0,218.5,43
469.0,224.0,43
467.5,229.5,43
469.0,234.5,43
468.5,239.5,43
467.0,245.0,43
468.0,248.5,43
468.0,253.0,43
468.5,258.0,43
466.5,267.0,43
468.0,270.0,43
467.0,274.5,43
467.0,280.5,42
466.0,285.5,38
466.5,290.0,33
466.0,294.5,33
466.0,299.0,33
466.5,304.5,33
465.0,309.0,33
465.0,315.5,34
465.0,321.0,35
471.0,42.5,37
471.5,44.0,37
468.0,50.0,36
468.0,53.0,36
466.5,61.5,36
468.0,61.0,36
468.0,66.0,36
468.0,69.0,36
468.5,75.5,36
470.5,84.0,36
469.0,89.5,37
469.0,94.0,36
469.5,101.5,36
468.5,105.0,36
468.0,111.0,37
469.5,116.0,36
468.5,119.5,36
469.0,123.5,36
468.5,127.5,36
468.5,135.5,36
467.0,141.0,37
468.0,145.0,37
466.5,151.0,38
466.5,155.5,41
466.5,161.0,43
465.0,165.5,44
466.0,171.5,44
465.0,176.5,44
466.0,180.0,44
465.0,186.0,44
465.0,191.0,44
465.5,196.5,44
465.5,202.0,44
465.5,207.5,44
465.0,212.0,44
465.0,217.5,43
465.0,222.0,43
465.0,226.0,43
465.5,234.5,43
465.0,237.5,43
465.5,242.5,43
465.0,247.0,43
464.5,252.0,43
464.5,258.5,43
464.0,264.0,43
464.5,268.5,43
464.5,273.5,43
464.0,277.5,43
463.5,282.0,40
463.5,289.0,34
463.0,293.0,32
463.5,298.0,32
463.5,303.0,32
463.5,308.0,33
464.5,314.5,33
468.5,43.0,37
466.0,51.5,37
465.0,55.5,36
462.0,58.5,36
462.5,61.0,36
462.0,65.0,36
460.5,73.0,36
461.5,77.5,36
461.5,80.0,37
