@RELATION	HeightMapping

@ATTRIBUTE	x	NUMERIC
@ATTRIBUTE	y	NUMERIC
@ATTRIBUTE	light	NUMERIC

@DATA
141.5,95.0,20
141.0,98.5,20
143.5,104.0,20
142.5,107.5,20
143.5,113.0,20
142.0,117.0,20
141.0,123.0,20
141.0,127.0,20
141.5,133.0,40
141.5,139.5,60
141.5,143.5,80
141.0,145.0,100
139.5,153.0,100
139.5,158.5,100
138.0,162.5,100
137.0,169.0,100
137.5,174.0,100
134.5,180.0,100
135.0,184.0,100
136.0,189.5,100
134.0,194.0,100
134.0,201.0,100
132.5,206.0,100
132.5,210.5,100
132.0,216.5,100
134.5,220.0,100
132.5,228.0,100
130.0,233.0,100
131.5,237.0,100
130.0,243.0,100
129.5,248.0,100
128.0,256.0,100
128.5,258.0,100
129.5,259.5,100
128.5,265.0,100
128.5,269.0,100
128.0,276.5,80
128.0,281.0,60
126.5,286.5,40
127.0,292.0,40
124.5,298.5,40
126.0,303.0,40
126.0,310.0,40
126.5,314.0,40
127.0,41.0,60
126.0,41.0,60
126.5,50.0,60
128.0,55.5,60
126.0,60.5,60
127.0,65.5,60
126.5,70.0,40
126.0,75.0,20
126.0,81.5,20
125.5,84.5,20
124.5,90.5,20
125.5,94.0,20
125.5,99.5,20
124.0,103.5,20
125.0,108.5,20
125.5,113.0,40
126.5,117.0,60
124.5,122.5,60
124.0,129.0,80
125.5,132.0,100
123.5,135.5,100
123.0,141.5,100
122.5,147.5,100
122.0,152.0,100
120.0,157.0,100
120.5,162.5,100
120.0,168.0,100
120.0,174.5,100
119.5,179.5,100
118.5,184.0,100
119.5,188.0,100
118.5,195.0,100
117.0,201.5,100
118.0,205.0,100
118.5,210.5,100
118.0,218.0,100
117.0,221.5,100
116.0,224.5,100
116.5,229.0,100
116.5,235.5,100
115.5,242.0,100
115.5,245.5,100
114.0,251.0,100
114.5,254.5,100
114.0,260.0,100
114.5,265.0,100
115.5,270.5,100
114.5,276.0,60
113.5,282.5,40
115.0,286.5,40
113.0,292.5,40
113.5,300.5,40
115.5,306.5,40
112.5,309.5,40
113.5,315.5,60
111.0,40.5,60
109.5,41.5,60
109.5,48.0,60
108.0,53.5,60
107.0,59.5,60
107.0,65.5,60
107.5,71.5,40
107.5,74.0,20
107.0,77.5,20
103.0,83.5,20
103.5,87.5,40
101.5,92.0,40
102.0,95.5,60
102.0,100.5,80
101.5,107.0,100
107.5,108.0,80
109.0,114.0,100
109.0,121.5,100
108.0,125.0,100
109.5,127.0,100
109.5,134.5,100
107.5,139.5,100
109.0,144.5,100
110.5,151.5,100
111.0,156.5,100
108.0,163.0,100
109.0,167.0,100
110.0,172.5,100
109.5,179.0,100
109.5,184.0,80
109.5,188.0,60
109.0,194.5,60
110.5,199.0,60
109.5,206.5,60
110.0,210.5,60
110.5,216.0,60
110.5,219.0,60
111.5,225.5,60
109.0,230.5,60
109.0,237.5,60
111.0,244.0,60
109.5,241.5,60
109.0,247.5,60
109.5,258.0,60
104.0,258.0,40
108.5,261.5,60
109.0,267.0,60
109.0,274.5,60
108.0,276.5,60
110.5,283.5,40
109.5,288.5,40
108.5,290.5,40
107.0,296.0,40
105.5,299.0,40
106.0,305.0,40
105.5,311.5,60
111.0,42.0,60
110.0,43.0,60
111.5,45.0,60
109.5,52.5,60
110.5,57.0,60
110.5,59.5,60
109.0,67.0,40
111.5,73.0,20
109.0,76.0,20
110.0,82.5,20
109.5,88.5,20
109.5,92.5,20
109.0,96.5,40
109.0,101.5,60
109.5,104.0,60
109.5,109.0,80
109.5,115.0,100
110.5,118.0,100
109.5,125.0,100
109.5,129.0,100
107.5,135.5,100
107.0,140.0,100
107.5,144.5,100
107.5,151.5,100
106.5,155.5,100
106.0,161.0,100
106.0,167.0,100
106.0,170.5,100
105.5,177.5,80
104.0,182.5,80
105.0,185.5,60
104.0,191.0,40
103.0,200.5,40
104.0,203.5,40
102.0,210.5,40
103.5,212.5,40
100.5,220.0,40
102.5,225.0,40
102.0,227.5,40
101.0,233.5,40
101.5,239.5,40
101.5,243.0,40
100.5,249.0,40
100.0,254.0,40
101.5,258.5,40
101.5,265.0,40
100.5,268.0,40
99.0,273.5,40
98.5,281.0,40
98.5,285.0,40
98.0,289.5,40
98.5,293.0,40
97.0,296.0,40
98.0,304.5,40
98.0,307.0,40
97.5,311.0,60
97.5,318.5,80
98.5,321.0,100
100.0,40.0,60
100.5,42.09103775024414,60
99.5,44.5,60
98.0,52.5,60
97.0,54.0,60
98.5,60.5,60
96.0,60.5,60
96.0,67.5,40
95.5,73.0,20
96.5,79.0,40
97.5,82.0,40
96.5,88.5,60
96.0,92.0,80
96.0,96.5,80
94.5,101.0,100
96.5,107.0,100
94.5,112.0,100
94.5,118.5,100
94.0,122.5,100
94.0,128.5,100
93.5,133.5,100
94.0,139.5,100
94.5,143.0,100
93.5,148.0,100
94.5,154.0,100
94.5,160.0,100
94.5,166.0,100
94.5,169.5,100
93.5,175.5,100
93.0,181.0,80
93.5,186.5,60
94.0,190.0,40
93.0,196.5,40
94.5,178.5,40
94.0,207.5,40
94.0,210.0,40
92.0,216.5,40
92.0,219.5,40
90.0,225.5,40
91.0,230.5,40
90.0,234.5,40
90.0,242.0,40
90.5,245.0,40
88.0,249.0,40
80.5,39.5,60
80.5,41.0,60
81.0,40.5,60
80.0,45.5,60
80.5,49.5,60
79.0,54.5,60
79.0,58.0,60
79.0,64.0,60
77.0,69.5,60
78.0,71.0,60
80.0,79.0,100
80.5,84.0,100
82.0,91.5,100
82.0,99.5,100
82.0,100.5,100
82.0,106.5,100
82.0,111.5,100
82.5,118.5,100
82.5,123.5,100
83.5,126.0,100
83.5,130.5,100
83.0,137.0,100
83.0,145.0,100
84.0,148.0,100
84.5,154.5,100
84.5,157.0,100
83.5,164.0,100
84.5,169.0,100
84.5,170.0,100
83.5,164.5,100
80.5,170.0,100
81.5,173.5,100
80.0,176.5,100
83.5,183.5,60
82.5,186.0,40
84.5,195.5,40
83.0,200.5,40
83.0,206.0,40
85.0,211.0,40
82.5,214.0,40
83.0,217.0,40
84.5,221.0,40
82.0,230.0,40
84.0,235.5,40
82.0,239.5,40
81.5,247.0,40
81.5,252.0,40
82.5,255.5,40
82.5,260.5,40
81.0,266.5,40
81.0,272.0,40
82.5,277.5,40
83.5,285.5,40
82.0,285.0,40
81.5,293.0,40
82.0,301.5,40
83.5,303.5,40
80.0,305.0,40
83.0,305.5,60
475.5,40.5,60
476.5,43.5,60
476.0,49.5,60
476.0,52.5,60
475.0,61.5,60
476.0,64.5,60
475.0,72.0,60
475.0,75.5,60
474.5,82.5,60
473.5,90.0,60
472.0,91.0,60
473.0,95.0,60
473.5,100.5,60
473.5,107.0,60
472.0,111.5,60
472.5,115.0,60
471.0,122.5,60
473.5,129.0,60
472.0,131.0,60
470.5,133.0,60
472.0,129.5,60
472.0,129.5,60
472.0,129.5,60
472.0,129.5,80
471.5,162.0,100
470.5,166.0,100
471.5,171.5,100
469.0,177.5,100
469.0,182.0,100
469.5,187.0,100
468.0,192.5,100
469.5,198.5,100
469.5,202.5,100
469.5,208.5,100
469.5,213.5,100
469.0,218.5,100
469.0,224.0,100
467.5,229.5,100
469.0,234.5,100
468.5,239.5,100
467.0,245.0,100
468.0,248.5,100
468.0,253.0,100
468.5,258.0,100
466.5,267.0,100
468.0,270.0,100
467.0,274.5,100
467.0,280.5,80
466.0,285.5,60
466.5,290.0,40
466.0,294.5,40
466.0,299.0,40
466.5,304.5,40
465.0,309.0,40
465.0,315.5,40
465.0,321.0,60
471.0,42.5,60
471.5,44.0,60
468.0,50.0,60
468.0,53.0,60
466.5,61.5,60
468.0,61.0,60
468.0,66.0,60
468.0,69.0,60
468.5,75.5,60
470.5,84.0,60
469.0,89.5,60
469.0,94.0,60
469.5,101.5,60
468.5,105.0,60
468.0,111.0,60
469.5,116.0,60
468.5,119.5,60
469.0,123.5,60
468.5,127.5,60
468.5,135.5,60
467.0,141.0,60
468.0,145.0,60
466.5,151.0,60
466.5,155.5,80
466.5,161.0,100
465.0,165.5,100
466.0,171.5,100
465.0,176.5,100
466.0,180.0,100
465.0,186.0,100
465.0,191.0,100
465.5,196.5,100
465.5,202.0,100
465.5,207.5,100
465.0,212.0,100
465.0,217.5,100
465.0,222.0,100
465.0,226.0,100
465.5,234.5,100
465.0,237.5,100
465.5,242.5,100
465.0,247.0,100
464.5,252.0,100
464.5,258.5,100
464.0,264.0,100
464.5,268.5,100
464.5,273.5,100
464.0,277.5,100
463.5,282.0,80
463.5,289.0,40
463.0,293.0,40
463.5,298.0,40
463.5,303.0,40
463.5,308.0,40
464.5,314.5,40
468.5,43.0,60
466.0,51.5,60
465.0,55.5,60
462.0,58.5,60
462.5,61.0,60
462.0,65.0,60
460.5,73.0,60
461.5,77.5,60
461.5,80.0,60
461.5,85.5,60
461.0,90.0,60
460.0,97.5,60
460.0,102.5,60
460.0,108.0,60
460.5,113.5,60
460.0,119.5,60
459.0,124.0,60
